PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
1984-01-01,0.2,9.7,0.0
1984-01-02,0.0,6.0,0.0
1984-01-03,0.0,12.9,0.0
1984-01-04,3.0,12.6,0.0
1984-01-05,-1.8,7.8,0.0
1984-01-06,-3.3,5.8,0.0
1984-01-07,-3.4,5.6,0.0
1984-01-08,-2.4,3.3,0.0
1984-01-09,-0.2,4.2,4.9
1984-01-10,-1.0,4.4,0.0
1984-01-11,-2.7,3.6,0.0
1984-01-12,-6.4,4.1,0.0
1984-01-13,-2.8,7.2,0.0
1984-01-14,0.0,6.5,0.0
1984-01-15,0.8,13.1,0.0
1984-01-16,2.3,14.9,0.0
1984-01-17,0.5,8.4,0.0
1984-01-18,0.2,10.7,0.0
1984-01-19,-1.3,5.8,0.0
1984-01-20,-0.5,6.8,10.0
1984-01-21,-1.0,5.3,0.0
1984-01-22,-0.1,5.0,10.5
1984-01-23,-0.1,8.0,11.6
1984-01-24,0.6,9.5,4.6
1984-01-25,3.1,10.3,0.0
1984-01-26,0.1,8.1,0.0
1984-01-27,1.0,4.5,0.0
1984-01-28,0.4,7.3,7.5
1984-01-29,1.3,9.2,0.0
1984-01-30,-1.2,3.4,0.0
1984-01-31,-0.3,3.1,0.3
1984-02-01,0.4,5.8,0.3
1984-02-02,-1.1,8.3,0.1
1984-02-03,1.9,10.4,0.0
1984-02-04,2.7,12.5,0.0
1984-02-05,-0.5,10.4,0.0
1984-02-06,0.1,11.1,0.0
1984-02-07,-2.8,7.3,0.0
1984-02-08,-2.6,15.2,0.0
1984-02-09,-1.5,12.2,0.2
1984-02-10,2.2,12.6,0.0
1984-02-11,-0.3,9.5,0.0
1984-02-12,-1.8,9.0,0.0
1984-02-13,-2.4,5.3,0.0
1984-02-14,-4.8,5.5,0.0
1984-02-15,-2.2,5.3,0.0
1984-02-16,-4.2,2.6,0.0
1984-02-17,-3.5,3.7,0.0
1984-02-18,-3.4,3.4,0.0
1984-02-19,-1.2,4.9,0.0
1984-02-20,-4.6,6.5,0.0
1984-02-21,-2.1,8.7,0.0
1984-02-22,-0.7,3.0,4.8
1984-02-23,-0.2,2.8,1.4
1984-02-24,-0.5,4.7,24.3
1984-02-25,1.4,10.9,26.8
1984-02-26,2.9,8.7,7.3
1984-02-27,4.0,13.5,3.3
1984-02-28,3.6,7.6,0.0
1984-02-29,3.9,5.8,0.8
1984-03-01,4.0,6.2,11.6
1984-03-02,3.6,13.6,35.4
1984-03-03,0.4,4.7,10.3
1984-03-04,-0.9,6.9,19.6
1984-03-05,-1.0,10.4,0.0
1984-03-06,-1.1,12.9,0.0
1984-03-07,0.8,15.2,0.0
1984-03-08,4.6,9.4,0.0
1984-03-09,-0.1,7.3,0.2
1984-03-10,0.4,7.0,0.0
1984-03-11,0.4,9.7,0.0
1984-03-12,-0.4,11.0,0.0
1984-03-13,-2.1,11.2,0.0
1984-03-14,-1.4,11.5,0.0
1984-03-15,-1.5,11.5,0.0
1984-03-16,2.4,12.2,0.0
1984-03-17,4.5,12.0,0.0
1984-03-18,5.3,12.7,1.1
1984-03-19,3.8,12.7,0.3
1984-03-20,1.7,11.2,0.0
1984-03-21,3.3,8.8,0.0
1984-03-22,3.8,14.8,0.0
1984-03-23,3.8,14.8,0.0
1984-03-24,1.8,17.5,0.0
1984-03-25,11.2,17.6,0.0
1984-03-26,5.0,14.6,1.2
1984-03-27,4.8,16.9,1.8
1984-03-28,5.9,17.8,0.0
1984-03-29,11.3,15.5,0.0
1984-03-30,4.5,9.4,9.1
1984-03-31,3.2,17.7,4.2
1984-04-01,7.5,12.8,0.0
1984-04-02,6.2,9.6,9.2
1984-04-03,4.9,9.3,6.1
1984-04-04,5.3,13.2,1.2
1984-04-05,5.5,13.4,3.4
1984-04-06,6.4,14.9,0.0
1984-04-07,7.5,11.5,0.0
1984-04-08,8.7,15.6,5.0
1984-04-09,8.6,17.1,0.3
1984-04-10,7.6,18.5,9.7
1984-04-11,4.4,10.9,6.8
1984-04-12,7.0,17.5,10.5
1984-04-13,8.4,15.1,1.5
1984-04-14,7.6,20.2,0.0
1984-04-15,5.8,20.6,0.0
1984-04-16,9.3,14.6,0.6
1984-04-17,7.9,10.3,15.5
1984-04-18,7.3,17.1,19.1
1984-04-19,6.6,17.0,0.0
1984-04-20,5.1,18.4,0.0
1984-04-21,5.5,21.5,0.0
1984-04-22,6.7,22.1,0.0
1984-04-23,11.2,23.4,0.0
1984-04-24,10.9,22.8,0.0
1984-04-25,8.6,18.9,0.0
1984-04-26,8.6,23.8,0.0
1984-04-27,12.6,21.3,0.0
1984-04-28,7.1,17.6,0.0
1984-04-29,6.4,9.8,0.5
1984-04-30,5.6,8.9,18.4
1984-05-01,3.9,11.3,7.8
1984-05-02,6.8,16.5,3.8
1984-05-03,7.8,18.1,0.0
1984-05-04,9.9,15.1,0.0
1984-05-05,11.7,15.7,3.5
1984-05-06,12.5,23.3,2.8
1984-05-07,14.0,24.2,0.0
1984-05-08,14.7,21.7,0.6
1984-05-09,9.4,10.7,31.1
1984-05-10,6.9,10.0,17.6
1984-05-11,7.4,12.4,1.2
1984-05-12,8.9,16.7,0.1
1984-05-13,9.9,16.1,3.4
1984-05-14,7.1,20.3,0.0
1984-05-15,8.4,13.3,0.0
1984-05-16,9.2,20.3,45.1
1984-05-17,9.9,19.4,1.3
1984-05-18,12.3,18.8,0.0
1984-05-19,12.6,20.7,1.1
1984-05-20,10.7,18.3,0.0
1984-05-21,11.1,20.5,2.9
1984-05-22,12.5,17.2,0.3
1984-05-23,10.0,18.5,8.3
1984-05-24,11.0,21.0,0.0
1984-05-25,13.1,19.4,0.3
1984-05-26,10.9,20.5,3.3
1984-05-27,13.9,19.2,0.0
1984-05-28,10.5,19.8,4.5
1984-05-29,11.0,19.5,0.0
1984-05-30,7.9,20.6,8.7
1984-05-31,10.0,19.7,0.0
1984-06-01,12.2,25.5,0.2
1984-06-02,14.6,25.8,0.0
1984-06-03,13.3,26.4,0.1
1984-06-04,13.5,19.6,0.3
1984-06-05,10.5,16.5,11.9
1984-06-06,10.9,21.0,20.9
1984-06-07,11.5,19.9,1.0
1984-06-08,10.8,22.7,4.5
1984-06-09,12.9,26.0,0.0
1984-06-10,15.6,26.7,0.0
1984-06-11,16.6,24.6,0.0
1984-06-12,14.6,24.7,6.2
1984-06-13,15.0,26.1,0.0
1984-06-14,14.5,29.2,0.0
1984-06-15,15.6,28.6,0.0
1984-06-16,17.3,24.7,9.6
1984-06-17,13.9,25.0,0.0
1984-06-18,14.7,27.5,0.0
1984-06-19,12.9,29.4,0.0
1984-06-20,16.2,30.8,0.0
1984-06-21,21.5,30.5,0.0
1984-06-22,20.5,28.1,0.0
1984-06-23,19.2,29.2,1.1
1984-06-24,18.7,23.3,4.8
1984-06-25,15.7,26.1,0.0
1984-06-26,14.9,29.7,0.0
1984-06-27,17.8,29.7,0.0
1984-06-28,16.0,28.8,0.0
1984-06-29,19.1,28.1,0.0
1984-06-30,15.9,28.5,0.0
1984-07-01,15.6,30.6,0.0
1984-07-02,17.5,29.9,0.0
1984-07-03,17.4,28.9,0.0
1984-07-04,15.1,26.5,0.0
1984-07-05,13.3,26.7,0.0
1984-07-06,12.9,28.5,0.0
1984-07-07,14.7,30.7,0.0
1984-07-08,16.8,27.2,0.0
1984-07-09,16.6,30.1,0.0
1984-07-10,16.8,34.1,0.0
1984-07-11,19.2,34.8,0.0
1984-07-12,19.2,37.0,0.0
1984-07-13,22.4,34.9,0.0
1984-07-14,20.7,35.2,0.0
1984-07-15,18.7,31.2,0.0
1984-07-16,18.3,28.3,0.0
1984-07-17,16.3,26.5,6.2
1984-07-18,15.3,29.5,0.0
1984-07-19,14.7,31.3,0.0
1984-07-20,17.2,29.7,0.0
1984-07-21,17.0,31.3,0.0
1984-07-22,18.6,32.1,0.0
1984-07-23,19.1,34.7,0.0
1984-07-24,20.8,34.1,0.0
1984-07-25,20.7,31.9,0.0
1984-07-26,17.9,29.3,0.1
1984-07-27,16.4,28.6,3.0
1984-07-28,17.6,29.0,0.0
1984-07-29,15.7,31.9,0.0
1984-07-30,17.8,32.3,0.0
1984-07-31,16.9,35.4,0.0
1984-08-01,19.3,32.7,0.0
1984-08-02,21.6,31.9,0.0
1984-08-03,17.8,36.7,0.0
1984-08-04,18.4,32.7,0.0
1984-08-05,20.3,35.4,0.0
1984-08-06,21.9,30.8,0.0
1984-08-07,16.8,27.0,7.8
1984-08-08,14.7,31.7,0.0
1984-08-09,15.5,28.5,12.1
