PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
2000-01-01,-0.9,5.7,0.0
2000-01-02,-0.4,6.3,0.0
2000-01-03,-0.3,6.4,0.0
2000-01-04,1.2,10.6,0.0
2000-01-05,0.7,9.3,0.0
2000-01-06,2.6,11.2,0.0
2000-01-07,2.7,8.6,0.0
2000-01-08,1.6,5.8,0.0
2000-01-09,0.2,5.5,0.0
2000-01-10,-0.2,5.2,0.0
2000-01-11,0.2,5.7,0.0
2000-01-12,-0.5,4.2,0.0
2000-01-13,-0.4,1.7,0.0
2000-01-14,0.2,3.8,0.1
2000-01-15,1.5,7.8,0.3
2000-01-16,-0.7,2.9,0.0
2000-01-17,0.1,14.2,0.0
2000-01-18,2.4,20.7,0.0
2000-01-19,2.5,12.0,0.0
2000-01-20,0.6,9.5,0.0
2000-01-21,2.5,13.4,0.0
2000-01-22,-0.7,5.6,0.0
2000-01-23,-1.8,4.0,14.7
2000-01-24,-3.1,3.2,0.0
2000-01-25,-4.1,2.7,0.1
2000-01-26,-6.8,3.4,0.0
2000-01-27,-3.2,6.7,0.0
2000-01-28,-1.4,6.7,0.0
2000-01-29,-0.9,6.9,0.1
2000-01-30,-0.1,11.6,0.0
2000-01-31,1.5,12.3,0.0
2000-02-01,3.5,10.7,0.0
2000-02-02,5.0,9.5,0.0
2000-02-03,4.5,9.6,4.6
2000-02-04,4.9,11.3,0.0
2000-02-05,2.2,8.9,0.0
2000-02-06,0.3,12.8,0.0
2000-02-07,0.4,13.0,0.0
2000-02-08,3.7,11.1,0.0
2000-02-09,4.0,14.1,0.4
2000-02-10,5.2,13.7,0.1
2000-02-11,3.5,10.0,0.0
2000-02-12,2.3,11.1,0.0
2000-02-13,3.8,12.9,0.0
2000-02-14,4.5,13.4,0.0
2000-02-15,3.6,12.6,0.0
2000-02-16,4.9,9.1,0.0
2000-02-17,1.8,10.7,0.0
2000-02-18,3.4,13.7,0.0
2000-02-19,0.7,13.9,0.0
2000-02-20,2.6,12.4,0.0
2000-02-21,1.7,14.1,0.0
2000-02-22,0.2,11.6,0.0
2000-02-23,1.0,11.4,0.0
2000-02-24,2.0,13.4,0.0
2000-02-25,3.4,15.6,0.0
2000-02-26,5.5,11.1,0.0
2000-02-27,4.8,14.7,0.0
2000-02-28,6.1,15.6,0.0
2000-02-29,5.7,14.9,0.0
2000-03-01,7.6,16.5,0.0
2000-03-02,5.2,16.4,1.6
2000-03-03,4.3,16.8,0.0
2000-03-04,4.3,16.7,0.0
2000-03-05,3.9,14.5,0.0
2000-03-06,0.9,14.7,0.0
2000-03-07,6.0,16.6,0.0
2000-03-08,8.5,19.8,0.0
2000-03-09,8.9,23.7,0.0
2000-03-10,5.0,19.0,0.0
2000-03-11,5.9,14.9,0.0
2000-03-12,5.5,16.1,0.0
2000-03-13,6.2,16.8,0.0
2000-03-14,4.4,17.8,0.0
2000-03-15,6.0,16.0,0.0
2000-03-16,3.8,20.4,0.0
2000-03-17,3.5,17.6,0.0
2000-03-18,2.0,16.4,0.0
2000-03-19,3.0,16.4,0.0
2000-03-20,2.5,13.7,0.1
2000-03-21,3.4,18.5,0.0
2000-03-22,3.5,19.7,0.0
2000-03-23,6.8,21.1,0.0
2000-03-24,10.8,15.7,0.0
2000-03-25,9.9,18.8,1.5
2000-03-26,8.6,17.0,1.0
2000-03-27,9.3,14.8,2.5
2000-03-28,6.4,13.7,0.2
2000-03-29,7.9,14.6,27.7
2000-03-30,10.2,17.5,2.6
2000-03-31,11.3,17.9,0.0
2000-04-01,7.8,14.7,1.9
2000-04-02,8.8,18.0,0.3
2000-04-03,10.6,13.6,4.1
2000-04-04,10.4,12.2,0.8
2000-04-05,9.8,19.9,3.0
2000-04-06,11.7,18.7,0.0
2000-04-07,6.7,16.8,6.6
2000-04-08,7.4,20.6,0.0
2000-04-09,7.6,18.1,0.0
2000-04-10,8.9,11.0,4.5
2000-04-11,9.1,16.6,4.2
2000-04-12,8.9,18.7,8.3
2000-04-13,10.8,19.8,0.1
2000-04-14,12.5,21.6,0.0
2000-04-15,10.7,23.6,0.0
2000-04-16,11.5,19.5,0.0
2000-04-17,10.9,18.4,0.0
2000-04-18,11.6,16.8,0.3
2000-04-19,9.0,20.9,0.0
2000-04-20,14.4,25.7,0.0
2000-04-21,15.4,28.8,0.0
2000-04-22,15.2,29.9,0.0
2000-04-23,18.1,29.5,0.0
2000-04-24,13.4,22.6,1.7
2000-04-25,12.4,26.5,0.0
2000-04-26,13.5,27.6,0.0
2000-04-27,14.6,23.6,0.0
2000-04-28,13.7,21.7,0.0
2000-04-29,14.6,19.8,9.1
2000-04-30,13.7,25.6,4.4
2000-05-01,15.4,23.9,0.0
2000-05-02,14.6,23.8,1.1
2000-05-03,15.0,26.8,4.9
2000-05-04,13.7,28.3,0.0
2000-05-05,14.0,26.6,0.0
2000-05-06,16.2,24.8,0.2
2000-05-07,15.8,21.6,1.2
2000-05-08,15.4,23.7,2.3
2000-05-09,17.2,25.1,0.1
2000-05-10,17.3,25.1,0.1
2000-05-11,16.2,26.8,0.1
2000-05-12,16.7,28.3,0.7
2000-05-13,16.5,26.7,0.7
2000-05-14,15.6,26.7,0.0
2000-05-15,14.8,28.9,0.0
2000-05-16,15.9,31.6,0.0
2000-05-17,17.1,31.8,0.0
2000-05-18,18.3,27.8,0.0
