PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
2017-01-01,-1.1,7.7,0.0
2017-01-02,2.3,7.4,13.7
2017-01-03,0.1,7.0,10.0
2017-01-04,-2.0,7.8,0.0
2017-01-05,-2.0,4.2,0.0
2017-01-06,-4.4,-1.8,0.0
2017-01-07,-8.8,-1.1,0.0
2017-01-08,-7.0,0.6,0.0
2017-01-09,-6.5,4.8,0.0
2017-01-10,-8.5,-1.1,0.0
2017-01-11,-5.5,0.8,0.0
2017-01-12,1.5,6.5,5.0
2017-01-13,-3.6,7.2,56.5
2017-01-14,-4.7,4.2,0.8
2017-01-15,-2.9,0.4,0.4
2017-01-16,-3.6,-1.0,0.6
2017-01-17,-4.8,-2.6,0.4
2017-01-18,-2.9,-0.9,0.0
2017-01-19,-1.5,-0.6,0.0
2017-01-20,-2.4,1.1,0.0
2017-01-21,-3.8,1.2,0.0
2017-01-22,0.1,3.8,0.0
2017-01-23,1.7,3.9,0.0
2017-01-24,2.2,5.9,0.0
2017-01-25,-0.6,5.2,0.0
2017-01-26,-1.6,4.6,0.0
2017-01-27,-1.9,4.9,0.0
2017-01-28,-2.3,4.4,0.0
2017-01-29,-1.8,8.6,0.0
2017-01-30,-1.2,5.6,2.0
2017-01-31,4.5,7.2,9.6
2017-02-01,6.9,7.6,7.8
2017-02-02,7.8,8.9,22.0
2017-02-03,5.0,8.8,29.2
2017-02-04,4.4,8.4,27.9
2017-02-05,3.4,8.6,78.2
2017-02-06,2.3,5.4,9.6
2017-02-07,2.7,7.3,0.1
2017-02-08,1.3,4.5,0.0
2017-02-09,0.4,1.2,0.0
2017-02-10,0.5,2.5,0.0
2017-02-11,0.7,3.2,0.0
2017-02-12,1.8,6.3,0.0
2017-02-13,2.2,4.3,0.0
2017-02-14,0.7,8.6,0.0
2017-02-15,0.2,13.1,0.0
2017-02-16,1.9,11.3,0.0
2017-02-17,4.8,8.4,1.9
2017-02-18,0.3,9.2,0.2
2017-02-19,-1.1,9.5,0.0
2017-02-20,-0.2,9.8,0.0
2017-02-21,2.2,7.3,0.0
2017-02-22,2.8,9.2,0.0
2017-02-23,7.4,8.4,0.1
2017-02-24,3.7,8.2,22.6
2017-02-25,1.9,6.1,2.8
2017-02-26,0.0,12.5,0.0
2017-02-27,0.7,9.5,0.7
2017-02-28,4.0,8.2,28.9
2017-03-01,1.4,11.2,1.1
2017-03-02,6.4,8.0,4.1
2017-03-03,5.1,11.5,0.4
2017-03-04,4.0,6.7,36.0
2017-03-05,0.9,6.8,20.7
2017-03-06,3.9,8.1,48.2
2017-03-07,4.4,10.4,0.7
2017-03-08,2.9,10.3,0.0
2017-03-09,1.3,16.0,0.0
2017-03-10,3.6,14.3,0.0
2017-03-11,1.3,12.0,0.0
2017-03-12,2.8,13.1,0.0
2017-03-13,2.7,9.9,0.0
2017-03-14,2.0,14.9,0.0
2017-03-15,3.3,15.3,0.0
2017-03-16,2.2,16.6,0.0
2017-03-17,2.7,13.6,0.0
2017-03-18,8.9,12.1,0.0
2017-03-19,7.5,13.0,0.0
2017-03-20,6.7,13.9,0.0
2017-03-21,6.8,14.1,0.0
2017-03-22,9.6,11.5,0.4
2017-03-23,8.2,11.4,5.8
2017-03-24,7.8,17.4,0.0
2017-03-25,7.2,18.9,3.3
2017-03-26,4.4,12.0,2.7
2017-03-27,5.6,9.2,0.0
2017-03-28,2.5,14.0,0.0
2017-03-29,3.5,17.4,0.0
2017-03-30,4.6,20.1,0.0
2017-03-31,5.6,19.8,0.0
2017-04-01,5.6,16.6,0.0
2017-04-02,7.4,11.9,0.0
2017-04-03,7.4,17.1,0.0
2017-04-04,4.7,17.9,1.0
2017-04-05,5.3,12.0,0.0
2017-04-06,3.3,13.8,2.1
2017-04-07,3.6,17.0,0.0
2017-04-08,4.6,19.0,0.0
2017-04-09,7.4,20.1,0.0
2017-04-10,7.0,18.8,0.0
2017-04-11,6.3,16.3,0.2
2017-04-12,6.6,19.5,0.0
2017-04-13,7.9,15.9,0.0
2017-04-14,7.5,17.0,0.0
2017-04-15,7.8,13.0,1.3
2017-04-16,6.6,17.4,0.9
2017-04-17,4.2,14.6,0.0
2017-04-18,1.7,14.2,10.3
2017-04-19,-1.0,8.8,0.0
2017-04-20,-0.7,10.0,0.0
2017-04-21,-0.9,12.4,0.0
2017-04-22,0.9,12.9,0.0
2017-04-23,5.6,12.5,0.0
2017-04-24,5.2,15.0,0.0
2017-04-25,7.5,12.8,0.7
2017-04-26,8.0,11.2,28.0
2017-04-27,8.4,13.1,16.4
2017-04-28,3.0,8.8,0.5
2017-04-29,1.7,11.3,0.0
2017-04-30,1.9,13.8,0.0
2017-05-01,4.2,12.5,9.0
2017-05-02,1.6,13.9,0.5
2017-05-03,7.1,13.2,2.7
2017-05-04,6.9,12.4,5.6
2017-05-05,6.8,16.6,0.0
2017-05-06,7.1,15.0,33.1
2017-05-07,5.7,12.9,10.1
2017-05-08,6.8,15.2,3.2
2017-05-09,6.2,13.7,1.0
2017-05-10,5.1,18.2,0.0
2017-05-11,8.0,18.6,0.0
2017-05-12,12.7,17.6,1.3
2017-05-13,11.3,18.2,0.0
2017-05-14,11.8,17.8,0.0
2017-05-15,10.4,18.8,1.1
2017-05-16,10.8,19.4,0.0
2017-05-17,10.5,21.2,0.0
2017-05-18,10.8,22.7,0.0
2017-05-19,9.6,17.4,1.8
2017-05-20,8.9,17.0,1.9
2017-05-21,8.8,19.5,0.0
2017-05-22,10.1,21.9,0.0
2017-05-23,12.0,22.2,0.0
2017-05-24,12.5,22.2,0.0
2017-05-25,11.0,20.9,0.0
2017-05-26,12.2,21.5,0.0
2017-05-27,10.4,24.5,0.0
2017-05-28,11.8,25.5,0.0
2017-05-29,13.3,25.7,0.0
2017-05-30,15.2,23.7,0.0
2017-05-31,13.6,23.4,0.0
2017-06-01,11.0,22.8,0.0
2017-06-02,11.3,22.8,0.0
2017-06-03,12.8,23.7,0.0
2017-06-04,11.8,22.7,0.1
2017-06-05,12.5,23.6,0.0
2017-06-06,14.4,18.3,0.7
2017-06-07,9.9,20.4,0.0
2017-06-08,11.7,20.7,0.0
2017-06-09,11.7,24.7,0.0
2017-06-10,13.7,25.0,0.0
2017-06-11,12.9,26.2,0.0
2017-06-12,14.0,27.5,0.0
2017-06-13,14.2,27.0,0.0
2017-06-14,16.0,25.1,4.0
2017-06-15,15.2,25.7,6.1
2017-06-16,14.3,27.1,0.0
2017-06-17,14.6,25.9,0.0
2017-06-18,12.6,22.5,0.0
2017-06-19,12.0,26.3,0.0
2017-06-20,14.2,26.7,0.0
2017-06-21,15.8,26.3,0.0
2017-06-22,14.1,27.2,0.0
2017-06-23,16.5,25.7,0.0
2017-06-24,18.4,24.3,0.0
2017-06-25,16.2,23.3,0.5
2017-06-26,15.9,28.7,0.1
2017-06-27,15.1,28.3,0.3
2017-06-28,14.1,21.9,51.6
2017-06-29,14.8,19.5,3.9
2017-06-30,11.9,18.0,0.6
2017-07-01,9.8,18.5,0.1
2017-07-02,9.9,21.7,0.0
2017-07-03,12.6,24.6,0.0
2017-07-04,13.8,27.0,0.0
2017-07-05,12.6,27.2,0.0
2017-07-06,14.9,27.7,0.0
2017-07-07,15.6,27.8,0.0
2017-07-08,15.2,29.0,0.0
2017-07-09,16.6,29.6,0.0
2017-07-10,14.5,25.3,0.0
2017-07-11,14.9,26.7,0.0
2017-07-12,16.5,26.6,0.0
2017-07-13,15.9,28.2,0.0
2017-07-14,15.5,21.5,3.1
2017-07-15,14.0,23.9,0.0
2017-07-16,12.2,20.9,0.0
2017-07-17,11.0,24.0,0.0
2017-07-18,13.2,27.9,0.0
2017-07-19,14.1,27.5,0.0
2017-07-20,15.7,26.6,0.0
2017-07-21,15.5,28.4,0.0
2017-07-22,16.3,27.3,0.0
2017-07-23,15.0,26.6,0.0
2017-07-24,15.1,23.4,0.5
2017-07-25,11.9,23.6,0.8
2017-07-26,12.8,23.3,1.9
2017-07-27,12.7,25.4,0.0
2017-07-28,15.8,25.5,0.0
2017-07-29,14.0,27.6,0.0
2017-07-30,16.2,28.4,0.4
2017-07-31,14.2,32.3,0.0
2017-08-01,17.8,34.3,0.0
2017-08-02,20.4,33.3,0.0
2017-08-03,19.2,34.0,0.0
2017-08-04,18.8,32.9,0.0
2017-08-05,19.8,33.1,0.0
2017-08-06,16.1,30.9,0.0
2017-08-07,18.2,26.8,0.0
2017-08-08,17.0,30.6,0.0
2017-08-09,15.9,29.0,0.0
2017-08-10,15.9,23.5,1.9
2017-08-11,14.8,20.0,0.3
2017-08-12,11.3,22.2,4.7
2017-08-13,12.1,26.7,0.0
2017-08-14,12.8,27.2,0.0
2017-08-15,15.5,29.2,0.0
2017-08-16,14.6,29.1,0.0
2017-08-17,17.1,28.6,0.0
2017-08-18,14.4,31.2,0.0
2017-08-19,14.5,26.7,0.0
2017-08-20,12.9,22.5,0.0
2017-08-21,13.0,22.4,0.0
2017-08-22,8.9,24.1,0.0
2017-08-23,11.8,27.0,0.0
2017-08-24,13.5,27.9,0.0
2017-08-25,16.6,27.7,0.0
2017-08-26,16.1,29.5,0.0
2017-08-27,16.0,31.0,0.0
2017-08-28,13.4,29.1,38.3
