PragaDate,DAILY_TMIN,DAILY_TMAX,DAILY_PREC
2010-01-01,3.6,6.9,44.9
2010-01-02,0.1,8.8,9.3
2010-01-03,-1.8,1.8,0.1
2010-01-04,-3.6,-0.8,0.0
2010-01-05,-3.6,-1.2,0.7
2010-01-06,-2.3,4.4,9.9
2010-01-07,-0.3,4.2,18.1
2010-01-08,-0.1,1.4,15.7
2010-01-09,-0.4,1.9,19.0
2010-01-10,-0.5,2.0,43.1
2010-01-11,1.5,2.4,0.3
2010-01-12,0.3,3.4,0.6
2010-01-13,-0.5,1.4,0.0
2010-01-14,-1.8,3.3,0.0
2010-01-15,0.3,2.0,0.0
2010-01-16,-1.5,2.4,0.0
2010-01-17,-1.2,3.6,0.0
2010-01-18,-1.5,1.8,0.0
2010-01-19,-2.5,7.3,0.0
2010-01-20,-4.9,5.7,0.1
2010-01-21,-3.4,4.9,0.0
2010-01-22,-4.2,1.1,0.0
2010-01-23,-4.0,2.9,0.1
2010-01-24,-5.6,0.9,0.0
2010-01-25,-2.7,-1.8,0.4
2010-01-26,-3.1,-1.7,0.0
2010-01-27,-5.3,0.7,0.1
2010-01-28,-5.6,3.4,0.4
2010-01-29,-6.6,2.5,0.0
2010-01-30,-2.8,1.8,7.8
2010-01-31,-6.1,-2.5,1.3
2010-02-01,-8.8,1.8,1.3
2010-02-02,-5.4,3.2,1.1
2010-02-03,1.6,5.3,0.0
2010-02-04,1.6,5.8,1.4
2010-02-05,1.7,5.4,10.6
2010-02-06,0.2,4.5,40.6
2010-02-07,0.2,4.6,3.6
2010-02-08,-2.7,4.0,0.0
2010-02-09,-3.3,0.3,0.0
2010-02-10,-1.1,0.4,0.0
2010-02-11,-2.4,0.1,0.2
2010-02-12,-3.3,0.4,0.4
2010-02-13,-4.4,3.2,2.9
2010-02-14,-0.6,2.4,0.1
2010-02-15,-1.5,5.4,0.0
2010-02-16,-0.5,1.1,0.1
2010-02-17,1.0,5.2,1.1
2010-02-18,2.0,8.2,29.7
2010-02-19,4.4,9.6,10.0
2010-02-20,-0.1,6.5,72.2
2010-02-21,-1.0,6.9,2.0
2010-02-22,3.3,7.0,7.2
